parent_income,assets,family_size,student_earnings,high_school_gpa,college_savings,loan_debt,extracurriculars,volunteer_hours,aid_amount
132564,27674,4,10988,2.4185775741944844,48705,5211,8,89,24382
155049,38414,2,26047,2.7813537526110528,50157,30757,6,406,5832
198422,147049,8,1564,3.9923930142823707,54770,41082,2,460,34957
115027,158091,2,14472,2.416073247457698,26020,35699,2,399,8328
88099,72051,3,11501,3.610597723571559,44779,5981,1,417,10988
54707,27305,8,3036,3.7015773787102084,74256,10667,2,482,30632
85386,62792,5,8081,3.234894438614151,15794,38518,3,0,37370
127851,189499,5,27364,2.689582893262542,80738,29699,8,140,1515
64171,18780,1,19012,2.3367013788047686,85067,37130,9,312,40310
177113,130774,3,14101,3.2921880757200697,19863,138,0,445,27242
166005,165704,1,3871,2.1504923985664517,52919,45217,7,68,42573
157790,141167,2,12230,2.2237256768834626,71159,39867,8,118,12352
188554,1010,2,5928,3.644923187682222,16385,20831,0,319,2688
162781,108010,7,12406,2.117354167661767,5011,2127,6,410,20736
131593,13205,1,29992,3.8615772193254,95608,48472,1,442,36390
47672,24619,7,3116,3.9835904888351426,59936,36082,9,201,17200
48239,171685,4,20642,2.6314713834368155,90946,34520,0,329,6437
123041,135515,4,2358,2.158148820628424,68125,49608,9,415,4544
22221,132999,7,6148,3.604407212510873,16167,17602,8,304,14541
143904,9562,3,19433,3.053078741560105,4549,16537,9,288,24741
165994,136934,5,25561,3.6979273151807046,45701,25079,6,344,1972
147753,119619,3,10565,3.2399838001115766,49006,19294,9,295,14404
84162,79515,8,10411,2.372017219474194,61899,35134,0,263,10703
147149,141823,4,26202,2.152316011677288,63363,4548,9,198,32952
20773,16792,6,26920,3.0031162697265836,49441,42333,4,363,11538
166637,176456,4,6035,2.13302682174567,32244,16150,6,152,39244
43409,75054,3,17270,3.9262598659490533,34199,33620,5,4,25279
159183,118187,4,21530,2.6687054798080134,87736,28004,9,346,49758
122645,42327,1,18068,3.152731997409296,90296,16129,8,462,7681
79748,156574,2,14570,2.5654455427389204,42285,44200,9,131,35317
110349,91731,8,21362,2.0489532408196895,4221,34494,4,282,36084
81657,12469,2,16070,2.782925481033624,22318,22245,3,180,42320
108617,142768,7,7149,3.992557165135084,60095,5466,0,26,22504
142594,35766,1,27742,3.067375515289358,18811,10490,9,488,49806
185047,91419,9,1553,2.7522071975550753,88741,9635,7,221,33661
72431,144429,6,17196,2.8181566499341892,26933,40911,7,180,33872
142608,179212,7,9841,2.5574586876297074,41706,34588,8,310,20983
104701,184022,4,18335,2.9322752648223354,47730,47293,7,382,3432
195454,9318,9,24592,3.814270029797299,44918,42061,8,391,48337
53792,47770,5,4091,3.7969243726733524,78544,799,6,228,28131
146578,15767,5,22810,2.143867623719677,37299,9494,9,99,14431
104367,135469,7,9751,3.3191302409817944,85991,8402,6,190,25223
38363,112857,9,4444,2.892600784991365,69743,44775,4,313,48923
79000,82481,9,27448,3.008323281483058,72921,20566,8,53,27709
182203,29797,9,21050,3.295096446828979,72691,5242,3,470,21233
133512,195173,6,22059,3.093402197341681,1980,45898,2,105,1908
38018,12808,5,1008,2.138108450058213,73069,41834,7,447,5622
36078,181738,9,10244,3.4033385346316463,18314,11783,4,37,43439
188894,173211,9,9129,3.1020536570047845,45264,31756,8,447,41335
53046,193126,3,12170,3.409120135000661,72155,41639,0,499,32856
81688,29662,9,23119,3.248314059988995,8848,9822,5,269,6411
170700,196983,3,26570,2.4750189994447833,33655,8140,0,40,26590
136524,93345,4,8981,2.810726856045032,48566,11596,5,311,29071
155349,81837,8,23076,2.223161675344776,95132,19095,7,100,5863
91901,187574,5,20640,3.342612312161244,49465,2896,1,192,17966
177237,158790,3,13966,2.9605964149870188,56463,12511,9,53,24940
144951,158032,6,2640,3.0790827983314557,83962,25189,2,285,44986
52666,141345,4,15542,3.3245508954205425,92342,1558,8,479,27549
21492,42060,1,6071,2.3377176972294187,99972,27028,3,400,10628
98857,157712,6,11333,3.075452212658783,56338,45666,6,103,1669
32123,34004,4,14470,3.99596498943655,91340,34814,0,134,6116
199052,9760,6,27035,3.6721998406964564,50333,24803,4,203,7710
118315,154360,2,3172,3.634912250826474,52138,24475,5,239,6461
53595,153873,1,22423,3.651090122988103,51241,43432,9,97,6887
138645,155379,8,24209,3.0984216786663525,12893,15552,9,46,40033
196663,96069,3,24345,3.294153861157917,78052,12179,4,52,22979
166989,128014,1,21270,3.704431119375658,94481,17836,6,392,41114
178981,197794,5,614,2.4379982869389325,88109,40889,5,150,28444
104854,2463,4,6831,2.535057723424522,82077,19515,8,131,49645
22925,130716,8,6956,2.970167887340171,73803,34770,5,189,27448
78057,88629,7,21933,2.9954844519969246,49994,36509,6,392,40357
76133,149446,8,2092,2.9021877440762323,261,36534,1,122,2664
69898,154948,5,3796,3.13135684120652,61080,40986,8,404,33980
47944,6602,3,18935,2.365998015131229,57542,20436,6,360,6224
38770,138076,3,29717,2.249686231802295,28792,29242,6,346,10024
32349,96238,7,21021,2.29802762561659,98213,37763,3,478,33432
133545,103157,2,5625,3.019829490045471,3284,28967,9,354,41666
148677,44124,4,2551,3.0850335561977804,59588,14537,6,18,17389
162412,151684,8,537,3.2972733109728467,17117,5802,1,229,1906
179937,95369,1,20030,3.964485694804896,71398,19799,8,103,43254
180965,112928,1,21743,3.684492166727969,13847,27684,1,112,1153
101298,79351,2,13732,3.717846570077459,16717,39393,0,176,28225
132188,127993,6,8461,2.4974298095023943,11727,45343,4,364,38474
50589,64924,7,26236,3.2656035320008776,11607,44416,8,251,43328
96330,147343,2,24005,2.621718071261043,28799,15948,9,282,5375
35458,89781,6,17196,3.893283266831393,14967,24175,9,197,14573
88420,183526,8,7306,2.6784584715047615,61976,36636,0,412,28896
26442,144632,5,29321,3.5986166785114753,61594,47594,7,134,35067
146259,108708,2,5296,2.14952689174351,53537,39300,6,183,23396
35558,168033,1,11960,3.6014210896413763,29144,31534,0,422,21840
40538,121105,6,10044,3.019923899075042,47356,42444,0,214,33476
196106,116894,6,6068,3.2286427649080505,1168,31417,8,276,21328
47937,169417,1,27328,2.5827388493666072,33034,2500,7,245,2765
100697,57658,5,27012,2.8821730438734594,92829,19978,4,238,31118
67567,100230,4,19552,3.704497305890084,97286,48429,2,294,21224
99436,182948,4,5732,2.2648542052052525,4,33373,8,449,26643
172889,113592,4,2338,2.4958811664867118,64751,32980,2,368,8410
129072,108049,4,13274,3.2106815951740075,27378,27576,9,47,5801
164151,101078,5,1840,3.917646961999132,62597,45233,7,328,25878
148836,188366,3,15532,2.6522163814747435,36514,15202,1,489,25455
151549,16967,2,20039,3.953454604704847,53648,47007,3,122,43220
78212,88530,2,25353,2.0624103954423223,20813,22932,2,195,33574
132823,91007,1,6362,3.9289530818108487,84761,8751,5,252,26459
97794,4056,6,24736,3.979952531347715,30288,3557,6,335,7744
68134,177193,7,16947,2.386687085925506,50818,6153,3,36,40448
94975,145410,4,5638,2.075932209768343,37805,22611,3,20,42038
134034,162909,2,10574,2.513656375649374,63666,43378,7,38,42942
153476,91455,1,25735,3.6333111077314024,74018,5025,4,52,25234
93229,89298,3,3577,3.856207906290648,94515,48165,6,49,47173
103154,97678,3,29369,3.188301488516729,36665,12248,6,454,27349
63413,192398,3,2277,3.8266037340550363,98303,3831,9,443,3837
34229,91543,6,29589,3.4351943775511975,51838,12208,5,292,13657
55169,3005,7,15490,3.819192856768384,42358,7642,5,315,41329
111858,16477,5,18117,2.0822040907128816,2720,19650,8,147,34511
195525,37555,9,1953,3.4644374721193048,93959,26572,3,367,14614
34696,27585,5,18871,3.5332985540492814,21292,6186,9,268,4742
52021,143312,3,15457,3.3357408430918887,50837,48087,8,321,15362
196303,170779,6,1103,3.2050289858939287,51612,40365,2,443,37862
66864,65506,4,23701,2.523670175234244,39651,26371,7,343,9592
26000,14849,8,28720,3.5686090351809368,62751,43900,9,350,13103
64607,63631,4,13325,2.6312970800805267,21318,27570,4,211,28075
196681,113409,5,3159,2.740607669824861,32711,32349,9,47,30287
33663,63069,8,11490,2.6386108054216377,69496,39010,8,381,15131
86886,164234,4,175,2.9240431257050594,9355,25212,7,495,48464
41514,134569,5,15914,3.1214116881807916,87753,41460,3,237,20865
142710,61236,9,2485,2.3900681964152373,80734,46677,7,214,1157
159392,187022,3,22421,2.370933870009063,55253,5744,3,242,47191
87631,57014,9,25001,3.0517815292007904,9118,23619,7,90,14823
39444,144012,5,8653,2.3424087080687674,38873,45615,2,375,45690
105768,110973,5,23836,2.0224832765573213,32206,42427,5,459,22566
154236,102916,8,7318,3.7359366908125278,13738,38031,7,365,36159
129202,183203,4,11809,3.5406740455038417,9165,1443,7,481,27838
75665,193595,8,14021,3.1117435218912766,56880,44072,9,115,26420
181230,3618,6,22026,2.415958217741534,87775,33441,6,365,37633
160510,157102,9,6272,2.1099101320600138,65820,32763,4,458,45111
84615,189781,7,13242,2.8998689610663293,75277,40319,7,221,14652
67504,166556,9,24430,2.9559460748160475,20302,24523,4,273,46030
138260,100434,8,29246,2.5686890362716315,35598,6489,3,211,1472
57645,157253,1,13825,2.7795905928407283,6948,6242,4,270,2155
180408,148694,5,3299,2.6231087634310395,95413,30471,2,255,42258
174938,62226,4,15362,3.154070698194924,39195,40557,9,174,42965
49708,198429,1,27328,3.3024755224647766,25847,48679,6,494,2328
159288,190350,1,11950,3.281931939655946,77579,21334,9,456,23198
29907,140210,1,25774,2.8715210648573786,69207,44998,4,479,6586
192569,30228,6,28324,3.8316992494730098,93936,42535,8,416,16528
177185,150929,6,28147,3.9876134833424195,25108,16675,8,0,3455
28373,115841,6,29411,2.9190094139235794,16246,38429,6,392,7583
198983,29492,7,1168,3.3506512095018515,76653,42756,3,450,48944
151446,133091,3,16579,2.7503093464498107,65497,38410,9,311,16709
85553,161267,5,15350,3.765602019153451,97114,45350,7,114,34784
187158,55112,2,22516,3.2052644001785393,7017,20590,7,461,16498
161664,119826,5,17895,2.816520972250639,79418,20849,0,313,20734
196593,74366,3,17603,3.1822170233264133,10995,10001,2,266,38834
112110,112978,2,9566,2.9168325395283596,51136,9828,3,311,47097
183437,66734,6,21027,2.4310068573387427,95292,32888,5,151,14541
192970,175001,9,10105,2.587488199459827,3239,18705,5,320,42352
153042,163910,7,1879,2.3189194770223143,30452,2787,8,424,37581
52687,15444,1,27770,3.078903992446234,36104,42781,9,375,18051
85220,27109,5,18092,3.9893501701348963,60839,47900,2,258,20141
130534,22826,5,19306,3.4838610733006434,16667,25851,6,276,39445
55680,188441,7,17075,2.252545950158275,32243,5608,1,28,11639
158152,34683,3,24500,2.0170783091209454,59120,20278,5,287,25907
24780,55713,6,6243,2.8945124811572907,8664,43294,0,347,38780
112799,180301,5,14292,3.237931143345084,87100,31648,4,426,48434
71776,151190,5,7041,3.070806433733945,57756,9090,5,152,46032
53385,58113,5,26935,2.130996105474571,15505,31192,1,95,4502
89011,158371,3,12864,2.5918082583446767,99713,23509,9,233,49885
61227,106338,9,14795,2.4892056417624544,97545,9606,4,103,21071
57054,181548,9,16478,3.761095436318186,25060,43978,9,37,26385
85712,169547,4,13769,3.6308914359642843,68645,1112,7,309,33527
47527,30894,3,3447,2.5005869482098464,21450,22347,4,99,48743
167176,113618,2,25623,3.020552262729229,80333,12053,5,444,31174
35864,179821,3,4178,2.5215013090906897,75735,48955,9,335,4468
130767,8763,8,3557,3.7605223209972305,5161,47521,1,343,44641
186168,3404,7,13625,3.5987717847830116,99746,39316,0,450,5994
77011,169423,2,18059,3.701424487459147,32157,20477,8,66,42750
83994,89316,6,29868,3.637080015754419,37988,1663,3,5,43732
189408,14496,9,17641,2.300090118807221,36638,47020,6,489,48879
154704,57463,5,797,3.5321387353102205,10618,23758,2,146,36862
103781,197038,4,1765,2.4595039110811507,98697,10589,6,160,21171
186681,139389,3,3713,2.2780202031460868,60918,23379,8,323,8419
112126,191793,4,29033,3.1158750889082247,37892,22795,2,463,44907
40379,105848,4,20285,3.1166747284987,89464,36077,2,390,28823
133120,177254,2,8169,3.921441456086739,52300,37248,2,496,3016
73726,131768,4,3367,3.1860023667690758,69635,25868,9,479,12255
186237,86088,1,27908,2.368820230627524,81062,20243,6,58,1804
121968,105345,8,6730,3.478703934851948,23205,7126,1,392,40284
68936,35533,4,28297,2.024909500060259,66351,28621,9,254,46131
194680,106931,4,16826,2.789525690340009,3894,24621,6,367,41857
50170,29358,9,8207,3.4558096999240067,4840,7246,6,475,26347
105188,81961,3,26003,2.199056765223573,82509,6767,4,180,3944
188749,16673,3,7844,2.035211889272307,22787,42246,1,168,19756
59322,1966,8,13206,2.7039311463252345,92294,31885,1,17,12670
108550,135484,9,25975,3.439178573210498,20643,35559,3,286,27928
194474,123019,1,28128,2.2519848553506403,95415,39318,2,306,5968
42201,36416,5,230,2.9282918619698193,6705,24407,2,105,9263
73764,133013,8,21387,2.6269914058716943,99821,5845,3,31,17704
74022,116189,3,9206,3.7672444601483157,26628,23428,4,360,22353
148148,35668,7,12824,3.3654370004027254,13382,24892,0,372,38667
31386,141700,2,17686,3.16703509503894,17084,29116,9,490,31785
51259,52669,6,19494,2.900050589106762,97640,15010,7,263,49635
128783,144629,6,4460,2.947758696165771,61122,31067,1,481,49652
189989,86343,7,22067,2.483471231032309,61157,42074,9,16,38525
135402,175643,6,26766,2.4084840641202403,49660,25594,4,236,9704
69869,69331,5,26732,3.3635658843044496,62177,3595,7,75,2473
53972,17684,7,13319,3.8301109349986184,56895,43827,5,487,45182
151045,99901,6,23075,2.1996948360683293,38908,27790,1,207,6560
117728,60677,9,7932,2.24874021608088,32943,19023,7,8,22684
174896,71613,4,19331,2.49503311976902,87482,7339,2,91,15633
171196,114884,6,23395,3.23161130082082,48422,1473,5,367,41726
185229,111768,1,21705,2.5090440125706213,17157,18448,3,331,14246
191587,122062,8,12157,3.608688301680684,20497,49865,4,413,14281
190079,183399,5,9243,3.7727784099563038,19557,9449,2,253,16110
72821,160529,2,10844,3.6371375799621997,57112,23079,9,343,43962
197989,188655,5,2008,3.7612567616695927,33789,12656,3,35,48784
166617,7780,6,9544,3.5463276553550847,8337,9148,4,458,8871
185587,121140,1,12120,3.1123021802759867,86893,9775,0,487,5389
58198,196652,6,20952,2.176171188099817,33086,2674,5,232,48750
185225,188459,9,578,2.6296140080365022,73779,42750,4,381,4751
81971,69211,7,2179,3.3478772716630916,64360,34380,0,137,29607
48722,120305,7,22203,2.664820546970134,83877,39148,6,326,4784
193834,138097,8,22033,3.5347533804918836,9871,48075,1,24,47736
161105,176814,3,13036,3.117175704245649,509,29448,4,405,40811
113709,1548,2,18875,3.299439044223323,1970,7333,5,102,26783
79267,70122,5,13837,3.3122841146349127,7620,43722,7,310,22688
28425,185262,8,6008,3.9172876309009044,84554,27209,5,102,43843
122593,70813,8,7706,2.874524505096735,48695,35779,0,355,14317
120603,134804,1,14163,2.4535492002259596,78028,16376,9,381,35678
92546,35927,1,4300,2.7581641566556776,1111,6306,5,395,45932
33504,139894,8,23386,3.436390817903426,9353,31883,3,405,31263
39854,147366,8,20384,3.265259593669885,57611,14357,4,491,48740
124553,88636,2,12741,3.144790650739293,52380,41750,4,484,6801
33883,145938,9,10829,2.683534221019616,5193,4773,3,140,44080
72237,187333,4,7243,3.524703877229164,62892,30985,2,480,47053
138754,66931,7,8834,3.974996458365127,95211,46156,1,130,45883
51499,170937,9,12408,2.193978840024746,2669,37169,6,304,39705
183762,188329,5,24880,2.5680614651555684,44739,20105,9,306,49769
118598,102325,7,28801,2.283254035219253,9889,16664,4,380,23488
82425,131875,2,309,3.1557817183336674,8133,10127,5,310,17568
26081,67868,1,29893,2.1286851515386154,81146,33919,9,484,43985
22662,53000,6,28667,3.8414254746306247,24542,35126,4,446,7516
65153,40822,7,10893,2.9997529521902484,74685,9442,9,346,8491
99256,72390,8,8355,2.2151476428817967,92059,815,2,90,23167
123982,124071,6,12690,3.305914624057245,76705,21462,9,469,12018
151861,15494,3,23155,3.8547601822585635,78625,38188,9,18,1230
61506,94491,1,3462,3.1968083729464123,91240,48045,9,358,42656
145881,22525,2,18757,3.4633658390614155,27342,28464,1,0,3330
74958,14344,5,15144,3.0485869420563247,89398,40266,9,265,10842
101853,113078,2,5880,3.103186526787446,4106,22092,3,112,33805
76361,35627,6,18002,3.0158703646865668,32366,45832,2,37,42429
83980,178665,3,553,3.8530613948776367,39024,17152,3,5,2474
50970,188967,4,26196,2.813708058900957,72031,10625,2,224,36828
167378,108419,5,15148,3.5607843276115188,13295,10472,7,288,1004
130012,187564,4,29671,3.2425065284180032,31469,11053,2,263,28265
130333,119095,3,11920,2.8967652548648117,4808,8492,2,106,7903
170076,107340,4,20979,2.60812671566107,12182,7987,4,429,10839
99534,33786,2,8775,3.9900837133691445,20016,16556,2,443,20216
164771,2450,5,28989,3.5619239317197238,83622,1138,5,82,13735
108105,8595,4,4421,3.47166841751849,84335,12365,0,262,45117
78547,156048,1,29099,2.6950789878040435,69316,11380,4,356,16996
77166,30369,8,1086,3.4437610715061746,79259,41478,1,289,19892
99786,164849,9,16971,3.533428479642489,7695,5620,2,26,2793
85386,185702,2,3109,3.0578530621996203,46984,27839,7,374,33914
133450,190166,6,27961,2.424735053182732,72648,16371,1,25,17079
164406,184896,7,1946,3.783642664689216,55091,2322,9,429,12459
123696,35085,1,27029,2.047844571484276,1975,30388,5,198,41121
144078,4091,7,801,2.0614169441461456,25005,16151,6,111,37069
45788,147413,4,18611,2.8923789407873954,74484,48613,9,366,41724
104612,117942,6,16999,2.5453624190064517,47546,40898,1,181,33697
185142,16268,9,2670,3.967104693265414,27900,45166,5,438,37690
174911,55942,2,12174,2.904397648414495,8865,47121,6,51,13224
71390,42624,5,19377,3.344814925129606,66012,25670,9,176,32052
56419,1019,2,739,3.4031563271114624,5748,41956,8,393,49464
35551,139312,4,22103,3.8959824134091576,35803,47419,2,85,19602
21332,177829,8,1455,2.5857348974978844,2581,19570,4,139,25981
73525,120691,4,8964,3.6889328421844185,93329,45752,9,294,45021
139611,85827,1,1966,3.245962903869578,31348,47055,6,477,34974
44528,67400,1,11542,2.737780618088065,49515,16199,6,454,45210
36261,109674,8,6151,2.1837223867798867,22299,29657,6,389,48171
187351,82102,1,7248,3.5097019487883587,31555,21766,1,382,40415
86127,4390,4,9133,3.3082986753443313,53847,42273,6,67,20770
64305,21845,1,27497,2.7191938535542146,47152,17314,8,119,48023
59083,129673,8,13734,3.5403876470827274,74107,27961,9,30,34014
77544,15292,9,13387,2.4130738042015967,50404,39149,1,261,45888
28623,97104,4,487,2.804445925341434,17180,49029,6,82,6359
49988,72719,3,4807,2.1960741253820393,9838,32006,4,306,3470
31739,13092,8,28275,3.1383485801455366,19973,22312,8,40,34145
134232,92993,9,28687,3.912555872095818,29025,13586,1,353,11216
120926,136406,2,23225,3.6982330429207106,86594,24937,8,455,43030
127387,1052,7,23150,2.383178965872397,46859,14843,5,359,6096
52943,179983,3,26082,2.1777942872477176,79885,675,1,431,11549
198471,44349,6,6874,3.173452059999783,16706,43943,5,196,20679
181739,176817,1,10150,2.2658432920237144,5231,1600,2,75,1943
